ProbeSetID,FrequenciaTop50,MeanEvidenceScore,MaxEvidenceScore,MaxAbsAlpha,MaxAbsDeltaMean_Log2,MinFDR_Welch,MaxAUC_Separation
1442339_at,2,2.88573201684543,3.0262092378336,0.0317782182517297,2.724522,0.00183501673340957,1
1420764_at,2,2.91757348633343,3.01588953879182,0.0251872501799912,2.772098,0.00193684421593197,1
1424256_at,2,2.86878698476125,2.93763547625868,0.0245336969017765,2.786032,0.0054507148357509,1
1450428_at,2,2.69028861950588,2.91388168110185,0.0213532547869233,2.767368,0.0033996663068562,1
1440865_at,2,2.70028136075404,2.90049101692995,0.0173437942578968,4.339014,0.000771201809452098,1
1450322_s_at,2,2.75432310257526,2.87789855800789,0.0202787847222593,4.828924,0.00163221988787908,1
1434662_at,2,2.73735155176633,2.84270431023487,0.032656356985446,1.244794,0.447667132791116,0.96
1416318_at,2,2.79073031936903,2.84175418685753,0.0350950975573632,1.181578,0.625503394433033,0.96
1417338_at,2,2.8305791608262,2.83275230397951,0.0401476995926326,1.395672,0.447667132791116,1
1417337_at,2,2.71836639553821,2.83032400306987,0.032504144518005,1.25577,0.448834175024012,0.96
1427102_at,2,2.73067401415033,2.81471641149899,0.0220525762099164,4.284608,0.00350447172873268,1
1419681_a_at,2,2.77604085567921,2.80317676321044,0.0283078989649253,5.47933,0.0134727055022602,1
1450826_a_at,2,2.77341108817091,2.80163240001775,0.0262439099433348,5.595152,0.00274304017341304,1
1416802_a_at,2,2.64275594199828,2.7784493730127,0.0509832950737166,1.210314,0.652433018814586,0.96
1434437_x_at,2,2.72869806340504,2.77260106134519,0.0544266578335961,1.273008,0.648398831407323,0.92
1423963_at,2,2.62962699789523,2.75927034179571,0.0275632929013503,1.156452,0.447667132791116,0.96
1448226_at,2,2.75450140173271,2.75496959821326,0.0548264373954296,1.149946,0.671160309245828,0.96
1426774_at,2,2.52732436753259,2.74894071618455,0.0234946765379079,3.36248,0.112257191711463,1
1419311_at,2,2.64067312198972,2.74394101990953,0.0270251457199186,0.961119999999999,0.447667132791116,0.96
1416809_at,2,2.49549871860572,2.71597961832785,0.0609659438233275,4.792142,0.247197045198112,0.96
1448562_at,2,2.64410254080976,2.69307141191683,0.0262486456529257,4.93857,0.015929007944814,1
1449389_at,2,2.63639383809138,2.69171292397735,0.0345520974740892,0.904942000000002,0.612661389706702,1
1450136_at,2,2.44908645324162,2.69139235733722,0.0217234140422003,1.930818,0.0276176289053475,1
1441054_at,2,2.5829319570957,2.65571113128715,0.0582536343332287,1.171732,0.678018759325675,0.88
1438009_at,2,2.58453627070017,2.61935678747473,0.0437420485479892,1.006744,0.652433018814586,0.92
1427256_at,2,2.52445715548988,2.61734626037412,0.0200062346185854,4.456182,0.00890328414815002,1
1444952_a_at,2,2.56128084679438,2.60846042962756,0.0322549269909011,0.715520000000001,0.612661389706702,1
1455905_at,2,2.53107111924137,2.58160963399081,0.0306170903954739,0.628816,0.612661389706702,1
1417500_a_at,2,2.45842307564999,2.50018441113107,0.0142698238666578,2.95743,0.00101374012371884,1
1460330_at,2,2.40801370074939,2.48921620704884,0.0129937862660178,3.46142,0.00235605782188689,1
1427442_a_at,2,2.3245089987172,2.42415324734433,0.0116382461698706,3.07008,0.00136151806437917,1
1450788_at,1,3.64539682413362,3.64539682413362,0.0680865940858262,2.779804,0.694588994363879,0.92
1450808_at,1,3.54193428904283,3.54193428904283,0.0300353019592699,3.462952,0.000510543978501366,1
1448680_at,1,3.45780186996587,3.45780186996587,0.0748075656706212,3.4503,0.761344729899348,1
1449025_at,1,3.44674595298682,3.44674595298682,0.0523622056879244,1.874318,0.762985123683336,1
1419075_s_at,1,3.31063463174216,3.31063463174216,0.0650407022658015,2.61654,0.694588994363879,0.8
1452349_x_at,1,3.29310065146395,3.29310065146395,0.0386156764724631,1.411762,0.448834175024012,0.96
1450350_a_at,1,3.25925479791853,3.25925479791853,0.0279743418182675,3.244904,0.00201650152678264,1
1417074_at,1,3.23440583804916,3.23440583804916,0.0257501482371061,2.96291,0.000981385942107303,1
1451537_at,1,3.21141257302709,3.21141257302709,0.0244309577403487,2.90564,0.000820112142084591,1
1420330_at,1,3.20735671656551,3.20735671656551,0.0245934527720734,3.22147,0.0014851008454075,1
1448881_at,1,3.20574760484087,3.20574760484087,0.0227060594909453,2.798494,0.000510543978501366,1
1437226_x_at,1,3.13561953554512,3.13561953554512,0.023757910577365,1.698288,0.448834175024012,0.96
1416871_at,1,3.13322842823551,3.13322842823551,0.0236993666279884,3.045828,0.00162805323269984,1
1418847_at,1,3.12062855688407,3.12062855688407,0.0251829605386579,3.091218,0.00258262423974465,1
1418652_at,1,3.11660661568344,3.11660661568344,0.0364197046678303,1.562556,0.762985123683336,1
1456893_at,1,3.11107724073251,3.11107724073251,0.0228665197194002,2.74177,0.000981385942107303,1
1438841_s_at,1,3.10870821829042,3.10870821829042,0.0264247952683426,2.917128,0.00268759883086185,1
1453196_a_at,1,3.09250010447298,3.09250010447298,0.0321232375553014,1.63073,0.762985123683336,1
1417185_at,1,3.08515719367222,3.08515719367222,0.0380000420598826,1.442886,0.762985123683336,1
1451858_at,1,3.07047177392452,3.07047177392452,0.023809658745305,3.099118,0.00292782413283991,1
1448573_a_at,1,3.06552538138112,3.06552538138112,0.023247938830943,2.793156,0.00162805323269984,1
1422557_s_at,1,3.06085719522508,3.06085719522508,0.0418365072771151,2.019894,0.694755635444641,0.92
1417300_at,1,3.05522338605366,3.05522338605366,0.0350779632639165,1.56872,0.478702948992368,0.88
1419043_a_at,1,3.0544222193912,3.0544222193912,0.0302091317607298,1.784662,0.762985123683336,0.96
1460197_a_at,1,3.04468081185028,3.04468081185028,0.0326519571664569,1.503182,0.762985123683336,1
1420465_s_at,1,3.04354202114326,3.04354202114326,0.0773457564755237,3.693772,0.773750596141361,0.76
1442023_at,1,3.03268793381002,3.03268793381002,0.0382677922179902,1.229542,0.628220012478856,1
1450484_a_at,1,3.02261003162295,3.02261003162295,0.036627550902608,1.335978,0.762985123683336,1
1439902_at,1,3.02050770602888,3.02050770602888,0.0212180237925074,2.524942,0.000981385942107303,1
1428579_at,1,3.01678832616917,3.01678832616917,0.0237770919001936,1.425256,0.447667132791116,0.96
1460282_at,1,3.01125145232018,3.01125145232018,0.0188796906086155,1.623106,0.447667132791116,0.96
1430612_at,1,3.00441499032531,3.00441499032531,0.0217327121470321,2.492024,0.00115981999411294,1
1456212_x_at,1,3.00183085630706,3.00183085630706,0.0222673992720634,2.691058,0.00183501673340957,1
1455899_x_at,1,2.99743842701325,2.99743842701325,0.0241355955723255,2.81047,0.00333961737050117,1
1438037_at,1,2.99360896355985,2.99360896355985,0.0350051542904346,1.502738,0.762985123683336,0.96
1454608_x_at,1,2.97914146636116,2.97914146636116,0.061387588740237,3.053722,0.775572220475679,0.92
1449193_at,1,2.97586672652125,2.97586672652125,0.0423227618539856,1.75277,0.646199494556786,0.88
1454713_s_at,1,2.97545463634099,2.97545463634099,0.022808004899889,2.91592,0.00363567105305236,1
1419714_at,1,2.95657917245374,2.95657917245374,0.0222413720729072,1.178514,0.447667132791116,1
1452614_at,1,2.94794180368582,2.94794180368582,0.0288329757473112,1.566274,0.641415895134724,1
1424698_s_at,1,2.94500424666762,2.94500424666762,0.0327239313686259,1.447626,0.625503394433033,0.96
1451905_a_at,1,2.93971947312389,2.93971947312389,0.0392627778206635,1.25269,0.762985123683336,0.96
1419610_at,1,2.93799787680996,2.93799787680996,0.0227458260301881,2.656674,0.00308464345233522,1
1428304_at,1,2.93391918780627,2.93391918780627,0.0226070270934956,1.667618,0.625503394433033,1
1455913_x_at,1,2.92875215713198,2.92875215713198,0.0626667059613676,3.145632,0.780072640617677,0.88
1424339_at,1,2.92650385288553,2.92650385288553,0.033669864275577,1.196352,0.762985123683336,1
1447284_at,1,2.92538969569877,2.92538969569877,0.0215746911993156,2.58325,0.00238669935845445,1
1440927_x_at,1,2.92316423620429,2.92316423620429,0.0845379321506844,1.287504,0.709942609687004,0.76
1421278_s_at,1,2.91394684717138,2.91394684717138,0.0204451801673633,1.16054,0.447667132791116,1
1451451_at,1,2.90580230747737,2.90580230747737,0.0373197151311679,1.58248,0.625503394433033,0.88
1419609_at,1,2.90281511908739,2.90281511908739,0.0212235257866471,2.643742,0.00292782413283991,1
1424973_at,1,2.89986371945513,2.89986371945513,0.0318952800255301,1.771298,0.66830307682807,0.96
1435529_at,1,2.89982801014529,2.89982801014529,0.0331390904438294,1.149172,0.762985123683336,1
1449984_at,1,2.89392149050464,2.89392149050464,0.023820732914607,3.73636,0.0326793543587402,1
1418191_at,1,2.89212417608423,2.89212417608423,0.0324350466745379,1.33924,0.762985123683336,0.96
1424337_at,1,2.88541326698788,2.88541326698788,0.0216892181550686,1.568608,0.625503394433033,1
1438097_at,1,2.88350237190601,2.88350237190601,0.0186881757718601,1.168062,0.447667132791116,1
1431010_a_at,1,2.87674658578268,2.87674658578268,0.0221428728903195,2.548344,0.00363567105305236,1
1415922_s_at,1,2.87495099929254,2.87495099929254,0.0199944803085273,1.490134,0.454235712996552,0.92
1449184_at,1,2.86970878440608,2.86970878440608,0.0188326157659936,2.122234,0.000981385942107303,1
1426851_a_at,1,2.86647666837403,2.86647666837403,0.0333405846714774,1.50306,0.657818307869183,0.96
1420553_x_at,1,2.86255618934466,2.86255618934466,0.041670461029666,2.346298,0.799550428507675,0.76
1426936_at,1,2.86157369463824,2.86157369463824,0.0293772394816752,1.126332,0.625503394433033,1
1421410_a_at,1,2.86086220394232,2.86086220394232,0.0216746631929493,0.989396,0.447667132791116,1
1436891_at,1,2.85572943069238,2.85572943069238,0.0239756426128204,1.606782,0.625503394433033,0.96
1419042_at,1,2.8542414779845,2.8542414779845,0.0270998864783434,1.59295,0.762985123683336,0.92
1426225_at,1,2.84935556162698,2.84935556162698,0.0321611194877136,2.068524,0.666861785698049,0.88
1422084_at,1,2.84892394730644,2.84892394730644,0.0206587500053958,2.45631,0.00287830178564743,1
1417292_at,1,2.84343661607397,2.84343661607397,0.0300090532899667,1.295436,0.762985123683336,0.96
1426440_at,1,2.8417300771481,2.8417300771481,0.019358531528658,2.027664,0.00114663457332783,1
1421734_at,1,2.83858138190078,2.83858138190078,0.0215657810093332,2.719506,0.00578582960723374,1
1455320_at,1,2.83511105389257,2.83511105389257,0.0221871646317487,1.08837,0.447667132791116,0.96
1450868_at,1,2.83349799931019,2.83349799931019,0.0179876950092977,2.24149,0.00133832338311388,1
1438868_at,1,2.83165092379678,2.83165092379678,0.0324532173188486,1.384528,0.762985123683336,0.92
1417190_at,1,2.83090077246541,2.83090077246541,0.0227967862980934,1.311984,0.460889592633152,0.92
1457307_at,1,2.82988810359375,2.82988810359375,0.0792059763797976,1.203542,0.709942609687004,0.76
1436501_at,1,2.8212654319837,2.8212654319837,0.0184145600388046,2.32447,0.00183501673340957,1
1450783_at,1,2.81392930383414,2.81392930383414,0.0291822217596997,1.062504,0.762985123683336,1
1423555_a_at,1,2.81251362215562,2.81251362215562,0.0319391605205021,1.542254,0.762985123683336,0.88
1447927_at,1,2.81024672325835,2.81024672325835,0.0270970483325142,1.302104,0.762985123683336,0.96
1435415_x_at,1,2.80418526265875,2.80418526265875,0.0186665630736958,1.37772,0.452339798067067,0.92
1455500_at,1,2.80044354749284,2.80044354749284,0.0267481631746348,1.101528,0.762985123683336,1
1425951_a_at,1,2.79968397465609,2.79968397465609,0.0227671459720427,0.834898000000001,0.452339798067067,1
1420331_at,1,2.79676298661188,2.79676298661188,0.0154117305602708,1.12249,0.448834175024012,1
1451971_at,1,2.79669224670519,2.79669224670519,0.016988000503943,1.047454,0.447667132791116,1
1418612_at,1,2.77494628324088,2.77494628324088,0.0179871655836626,0.984892000000002,0.452339798067067,1
1450424_a_at,1,2.77267104492721,2.77267104492721,0.0256217909802307,1.25677,0.762985123683336,0.96
1418580_at,1,2.77139821253639,2.77139821253639,0.0243834178747276,1.289736,0.762985123683336,0.96
1421855_at,1,2.76956883897553,2.76956883897553,0.030115694603711,1.306728,0.762985123683336,0.92
1418293_at,1,2.76763323363003,2.76763323363003,0.0324982087030762,0.857610000000001,0.762985123683336,1
1418825_at,1,2.76399594072981,2.76399594072981,0.0263689541661859,1.214724,0.762985123683336,0.96
1448231_at,1,2.76024935429187,2.76024935429187,0.0256564463803972,1.006732,0.625503394433033,1
1420699_at,1,2.75934222418637,2.75934222418637,0.0364769183488056,1.285758,0.762985123683336,0.88
1435287_at,1,2.75696567849626,2.75696567849626,0.0159108943041313,1.18349,0.447667132791116,0.96
1439411_a_at,1,2.7541435211308,2.7541435211308,0.0173191683528,0.938359999999999,0.447667132791116,1
1450446_a_at,1,2.74625192322229,2.74625192322229,0.0230224662595326,1.073184,0.454235712996552,0.92
1430523_s_at,1,2.74290039009899,2.74290039009899,0.0444987830040246,0.824282,0.694588994363879,0.96
1427183_at,1,2.74162790727193,2.74162790727193,0.0360729946431202,1.068218,0.762985123683336,0.92
1448764_a_at,1,2.74021395557731,2.74021395557731,0.0295960814676645,2.199256,0.676759281514576,0.84
1420342_at,1,2.73912671605379,2.73912671605379,0.0213062292441944,1.11935,0.452339798067067,0.92
1433699_at,1,2.73835068223139,2.73835068223139,0.0179862854134931,0.877734000000002,0.448187465550203,1
1447774_x_at,1,2.73634040283588,2.73634040283588,0.0162421537012493,0.973699999999999,0.452339798067067,1
1426852_x_at,1,2.73601240768968,2.73601240768968,0.0298477378010013,1.235774,0.762985123683336,0.92
1449824_at,1,2.73296656412394,2.73296656412394,0.0525774886182693,1.491102,0.721780084639896,0.84
1425917_at,1,2.73231631627276,2.73231631627276,0.0329788087504779,1.511608,0.762985123683336,0.84
1452178_at,1,2.73146718998739,2.73146718998739,0.0250568928342916,0.988790000000002,0.762985123683336,1
1455842_x_at,1,2.73111500139405,2.73111500139405,0.0213045898526763,1.367564,0.625503394433033,0.96
1448681_at,1,2.731032805318,2.731032805318,0.0171285571025411,0.895006,0.447667132791116,1
1434447_at,1,2.72303833115137,2.72303833115137,0.0177186065744678,0.851854,0.447667132791116,1
1420819_at,1,2.7186983384763,2.7186983384763,0.0221958526343744,1.051254,0.625503394433033,1
1435627_x_at,1,2.71691030026455,2.71691030026455,0.0146109121169256,1.392784,0.458182215622557,0.92
1459737_s_at,1,2.71568471199273,2.71568471199273,0.0496758754607445,2.362674,0.777456045722463,0.96
1421596_s_at,1,2.71520033681609,2.71520033681609,0.0301749657929542,1.55285,0.762985123683336,0.84
1426824_at,1,2.71464162126125,2.71464162126125,0.0346548949255369,0.847034000000002,0.694588994363879,1
1434196_at,1,2.71430955359609,2.71430955359609,0.0195028868141791,1.168514,0.625503394433033,1
1416381_a_at,1,2.71308658110171,2.71308658110171,0.0165928485971982,0.877980000000003,0.447667132791116,1
1421277_at,1,2.71248403078677,2.71248403078677,0.0150512936683001,0.942799999999998,0.447667132791116,1
1449829_at,1,2.70899211392033,2.70899211392033,0.0289752783282083,1.167702,0.625503394433033,0.92
1419627_s_at,1,2.70531645865308,2.70531645865308,0.0213142934550004,0.661231999999999,0.448187465550203,1
1450912_at,1,2.70328018171441,2.70328018171441,0.0324984690521621,1.263196,0.654212056288867,0.92
1417268_at,1,2.69564092534342,2.69564092534342,0.0144047178376857,4.640812,0.00304902035532744,1
1422411_s_at,1,2.69528689339062,2.69528689339062,0.0310801371890134,0.910777999999999,0.694588994363879,1
1426278_at,1,2.69274358067255,2.69274358067255,0.0273906046873254,1.205588,0.762985123683336,0.92
1433743_at,1,2.69155097537167,2.69155097537167,0.0300814684678321,1.134046,0.632631491067644,0.92
1453939_x_at,1,2.68975575817038,2.68975575817038,0.0204303995165416,1.287572,0.625503394433033,0.96
1423962_at,1,2.68863714550149,2.68863714550149,0.0313514390622764,0.883372000000001,0.694588994363879,1
1443698_at,1,2.68845233660769,2.68845233660769,0.0242987672358106,1.097578,0.762985123683336,0.96
1427736_a_at,1,2.68647523033847,2.68647523033847,0.0143492141682666,1.100554,0.448834175024012,0.96
1460616_at,1,2.68231717357736,2.68231717357736,0.0210323895324494,0.999968,0.625503394433033,1
1456080_a_at,1,2.67650786666036,2.67650786666036,0.040965090998725,0.755919999999998,0.694588994363879,0.96
1419355_at,1,2.67057047625315,2.67057047625315,0.0184191852068106,0.704786,0.447667132791116,1
1444409_at,1,2.66855726130551,2.66855726130551,0.016188356654508,0.796043999999998,0.447667132791116,1
1449846_at,1,2.6657431593565,2.6657431593565,0.0297017766237312,0.873976000000001,0.694588994363879,1
1434848_at,1,2.64170610433492,2.64170610433492,0.0158532711435607,4.071566,0.00415817596516518,1
1422526_at,1,2.6358169738203,2.6358169738203,0.0314210961861594,0.734252,0.694588994363879,1
1419451_at,1,2.63280382224254,2.63280382224254,0.0307552073725611,0.747771999999999,0.694588994363879,1
1448213_at,1,2.62049990505944,2.62049990505944,0.0122337539641746,3.562376,0.000771688807212901,1
1449305_at,1,2.61788849846488,2.61788849846488,0.026656297063839,0.841092000000001,0.694588994363879,1
1443832_s_at,1,2.61035481563101,2.61035481563101,0.0284474405542287,0.895962000000001,0.612661389706702,1
1452211_at,1,2.61013099453125,2.61013099453125,0.0293386422282039,0.731325999999999,0.694588994363879,1
1434150_a_at,1,2.60108625976768,2.60108625976768,0.0322688336385634,0.609832,0.694588994363879,1
1417926_at,1,2.58868433815214,2.58868433815214,0.0330129233059989,0.822248000000001,0.631168036692549,1
1416514_a_at,1,2.5875892670558,2.5875892670558,0.028850918078009,0.684702,0.694588994363879,1
1418129_at,1,2.57812826532343,2.57812826532343,0.0295536825004743,0.724094000000001,0.612661389706702,1
1417909_at,1,2.57583485373111,2.57583485373111,0.0398741913668434,1.63034,0.738422102810328,1
1416779_at,1,2.56504586400113,2.56504586400113,0.02636109611575,0.828237999999999,0.612661389706702,1
1447100_s_at,1,2.56153696459427,2.56153696459427,0.0290104607305511,0.688752,0.612661389706702,1
1417898_a_at,1,2.54836713633146,2.54836713633146,0.031291698300612,0.757108000000001,0.631300536098189,1
1426018_a_at,1,2.54793425472663,2.54793425472663,0.0293363766537577,0.780890000000001,0.694588994363879,0.96
1422412_x_at,1,2.5458953568184,2.5458953568184,0.0242783452672043,0.719158,0.694588994363879,1
1448382_at,1,2.54314108348294,2.54314108348294,0.0227817248291802,0.760714,0.694588994363879,1
1434059_at,1,2.53863795746985,2.53863795746985,0.0292120591166478,0.759136,0.694588994363879,0.96
1449361_at,1,2.53641309112087,2.53641309112087,0.0283636016129331,0.626842000000001,0.612661389706702,1
1419060_at,1,2.52365795084183,2.52365795084183,0.0269809145252437,0.645760000000002,0.612661389706702,1
1418592_at,1,2.51923316443417,2.51923316443417,0.0261506726018931,0.583476,0.694588994363879,1
1425645_s_at,1,2.51488956715657,2.51488956715657,0.024198720720115,0.74624,0.612661389706702,1
1421775_at,1,2.51369468661417,2.51369468661417,0.0261015819580156,0.650952000000001,0.612661389706702,1
1448919_at,1,2.51279876680196,2.51279876680196,0.0116790968429706,3.093716,0.00101374012371884,1
1424254_at,1,2.5051393160077,2.5051393160077,0.0132299672506643,4.447152,0.0103029592662331,1
1444040_at,1,2.50306096087888,2.50306096087888,0.0249695664722888,0.577357999999999,0.694588994363879,1
1447806_s_at,1,2.50233024042928,2.50233024042928,0.0108789139653503,3.231242,0.00101374012371884,1
1416593_at,1,2.49550660322771,2.49550660322771,0.0264893625238868,0.728767999999999,0.694588994363879,0.96
1423108_at,1,2.49268778939797,2.49268778939797,0.0243210309641007,0.569848,0.694588994363879,1
1423016_a_at,1,2.49170983077561,2.49170983077561,0.0256473817548068,0.745900000000002,0.694588994363879,0.96
1436555_at,1,2.49096406032773,2.49096406032773,0.025473087985789,1.196156,0.694755635444641,0.88
1451016_at,1,2.48946834021732,2.48946834021732,0.0228883021606562,0.608010000000002,0.694588994363879,1
1423680_at,1,2.48746273238368,2.48746273238368,0.0250775286263755,0.530448,0.694588994363879,1
1449027_at,1,2.47955578233523,2.47955578233523,0.010895889317337,3.049716,0.00101374012371884,1
1450732_a_at,1,2.479144082458,2.479144082458,0.0235537082512705,0.645008000000001,0.612661389706702,1
1427844_a_at,1,2.4712267452931,2.4712267452931,0.0105941438661117,2.852056,0.000772322691342148,1
1451713_a_at,1,2.4647322776206,2.4647322776206,0.010414263491569,3.279384,0.00132658516477453,1
1422122_at,1,2.46240048653691,2.46240048653691,0.0143315000383503,3.82903,0.0105007501697896,1
1435306_a_at,1,2.4611980955729,2.4611980955729,0.023917251254429,0.561358000000001,0.612661389706702,1
1433804_at,1,2.46047570840555,2.46047570840555,0.0214579037699322,0.676140000000001,0.612661389706702,1
1460302_at,1,2.45944248252852,2.45944248252852,0.0205346302658159,0.716415999999999,0.612661389706702,1
1424727_at,1,2.45761395811098,2.45761395811098,0.0103109491934833,2.89004,0.000839698079661073,1
1418162_at,1,2.45442112971654,2.45442112971654,0.00987550534663885,3.247236,0.00117015875929272,1
1422967_a_at,1,2.45171952308061,2.45171952308061,0.0377576717578147,0.924594000000001,0.651916725710361,0.92
1415837_at,1,2.44775950660526,2.44775950660526,0.025468377438829,0.733143999999999,0.612661389706702,0.96
1421811_at,1,2.44685053130818,2.44685053130818,0.0194841432957022,0.720072,0.612661389706702,1
1442000_at,1,2.44355575573894,2.44355575573894,0.0208319718280117,0.643534000000002,0.612661389706702,1
1417513_at,1,2.43961026806317,2.43961026806317,0.0218002184361358,0.582720000000002,0.612661389706702,1
1457666_s_at,1,2.43925804776749,2.43925804776749,0.0192533914465023,3.224968,0.0473728230452051,1
1443923_at,1,2.4362663292681,2.4362663292681,0.0209198028574714,0.612413999999999,0.612661389706702,1
1417876_at,1,2.43545477897001,2.43545477897001,0.0142758313325636,2.729372,0.0196226061360636,1
1440837_at,1,2.43496562320148,2.43496562320148,0.0138413780248193,3.704304,0.00991236787581241,1
1422804_at,1,2.42797750560643,2.42797750560643,0.0219026381425502,0.534859999999999,0.612661389706702,1
1418892_at,1,2.42694740006057,2.42694740006057,0.0196880177252137,0.636818,0.612661389706702,1
1452366_at,1,2.42253954168214,2.42253954168214,0.0190696412362802,0.650067999999999,0.612661389706702,1
1416778_at,1,2.42008322553213,2.42008322553213,0.0197340699874379,0.609264,0.612661389706702,1
1447678_at,1,2.41872472930474,2.41872472930474,0.0202374971906152,0.580204,0.612661389706702,1
1439040_at,1,2.41660362723324,2.41660362723324,0.0283007038139481,0.655514,0.651916725710361,1
1436698_x_at,1,2.41545076469456,2.41545076469456,0.0206516949665053,0.54833,0.612661389706702,1
1450083_at,1,2.4153289611979,2.4153289611979,0.0201040877963244,0.574031999999999,0.612661389706702,1
1451513_x_at,1,2.41416467141406,2.41416467141406,0.045402904169496,2.502408,0.794438674850213,0.84
1448743_at,1,2.41095963996726,2.41095963996726,0.0200766303658434,0.559204,0.612661389706702,1
1447838_x_at,1,2.41012595369508,2.41012595369508,0.0208125804829471,0.520977999999999,0.612661389706702,1
1419153_at,1,2.40808281249134,2.40808281249134,0.0282269297426981,0.638857999999999,0.627798678557349,0.96
1439066_at,1,2.4070076720917,2.4070076720917,0.0186110001977008,0.614600000000001,0.612661389706702,1
1438161_s_at,1,2.40467840821178,2.40467840821178,0.0287527465523796,0.617788,0.654334683886224,1
1429274_at,1,2.40459732647014,2.40459732647014,0.00944207211292442,1.493838,0.00571214909787018,1
1429769_at,1,2.40395366677127,2.40395366677127,0.0246599598309105,0.592865999999999,0.635710194031788,1
1418204_s_at,1,2.40305852394374,2.40305852394374,0.0173749126462722,2.753248,0.0334246070210313,1
